Partner,Partner ID,ZIP Code
Mouse,28,10123
Mouse,28,10273
Mouse,28,10197
Mouse,28,10278
Mouse,28,10001
Mouse,28,10125
Mouse,28,10040
Mouse,28,10129
Mouse,28,10138
Mouse,28,10155
Mouse,28,10018
Mouse,28,10275
Mouse,28,10130
Mouse,28,10033
Mouse,28,10152
Mouse,28,10114
Mouse,28,10242
Mouse,28,10158
Mouse,28,10081
Mouse,28,10168
Mouse,28,10175
Mouse,28,10021
Mouse,28,10167
Mouse,28,10031
Mouse,28,10104
Mouse,28,10109
Mouse,28,10185
Mouse,28,11201
Mouse,28,10161
Mouse,28,10199
Mouse,28,10005
Mouse,28,10150
Mouse,28,10102
Mouse,28,10269
Mouse,28,10178
Mouse,28,10008
Mouse,28,10115
Mouse,28,10173
Mouse,28,10002
Mouse,28,10285
Mouse,28,10111
Mouse,28,10113
Mouse,28,10103
Mouse,28,10107
Mouse,28,10037
Mouse,28,10292
Mouse,28,10075
Mouse,28,10101
Mouse,28,10162
Mouse,28,10117
Mouse,28,10131
Mouse,28,10159
Mouse,28,10120
Mouse,28,13042
Mouse,28,13409
Mouse,28,13319
Mouse,28,13424
Mouse,28,13363
Mouse,28,13442
Mouse,28,13401
Mouse,28,13338
Mouse,28,13321
Mouse,28,13304
Mouse,28,13440
Mouse,28,13354
Mouse,28,13318
Mouse,28,13417
Mouse,28,13456
Mouse,28,13502
Mouse,28,13503
Mouse,28,13486
Mouse,28,13492
Mouse,28,13480
Mouse,28,13494
Mouse,28,13490
Mouse,28,13471
Mouse,28,13469
Mouse,28,13479
Mouse,28,13431
Mouse,28,13323
Mouse,28,13438
Mouse,28,13413
Mouse,28,13505
Mouse,28,13340
Mouse,28,13054
Mouse,28,13313
Mouse,28,13402
Mouse,28,13328
Mouse,28,13322
Mouse,28,13476
Mouse,28,13123
Mouse,28,13501
Mouse,28,13162
Mouse,28,13341
Mouse,28,13308
Mouse,28,13599
Mouse,28,13477
Mouse,28,13483
Mouse,28,13425
Mouse,28,13461
Mouse,28,13478
Mouse,28,13495
Mouse,28,13504
Mouse,28,13421
Mouse,28,13435
Mouse,28,13309
Mouse,28,13362
Mouse,28,13157
Mouse,28,13352
Mouse,28,13441
Mouse,28,13316
Mouse,28,13301
Mouse,28,13303
Mouse,28,13403
Mouse,28,13032
Mouse,28,13455
Mouse,28,10922
Mouse,28,10958
Mouse,28,10919
Mouse,28,10930
Mouse,28,10963
Mouse,28,10943
Mouse,28,10910
Mouse,28,10925
Mouse,28,10918
Mouse,28,10953
Mouse,28,10959
Mouse,28,10933
Mouse,28,10940
Mouse,28,10928
Mouse,28,10932
Mouse,28,10990
Mouse,28,12780
Mouse,28,12518
Mouse,28,10998
Mouse,28,12552
Mouse,28,12553
Mouse,28,12520
Mouse,28,12549
Mouse,28,12771
Mouse,28,12584
Mouse,28,12721
Mouse,28,10973
Mouse,28,10987
Mouse,28,10981
Mouse,28,12555
Mouse,28,12746
Mouse,28,12586
Mouse,28,10988
Mouse,28,10969
Mouse,28,12589
Mouse,28,12575
Mouse,28,10921
Mouse,28,10992
Mouse,28,10996
Mouse,28,12729
Mouse,28,10912
Mouse,28,12577
Mouse,28,10916
Mouse,28,10917
Mouse,28,10950
Mouse,28,12542
Mouse,28,12543
Mouse,28,10914
Mouse,28,12566
Mouse,28,10949
Mouse,28,12551
Mouse,28,12550
Mouse,28,10915
Mouse,28,10979
Mouse,28,10975
Mouse,28,10941
Mouse,28,10926
Mouse,28,10924
Mouse,28,10974
Mouse,28,12785
Mouse,28,10985
Mouse,28,10997
Mouse,28,13145
Mouse,28,13131
Mouse,28,13115
Mouse,28,13135
Mouse,28,13132
Mouse,28,13107
Mouse,28,13076
Mouse,28,13044
Mouse,28,13036
Mouse,28,13083
Mouse,28,13074
Mouse,28,13661
Mouse,28,13167
Mouse,28,13302
Mouse,28,13111
Mouse,28,13144
Mouse,28,13121
Mouse,28,13126
Mouse,28,13483
Mouse,28,13103
Mouse,28,13069
Mouse,28,13114
Mouse,28,13042
Mouse,28,13316
Mouse,28,13426
Mouse,28,13493
Mouse,28,13437
Mouse,28,13142
Mouse,28,13093
Mouse,28,13028
Mouse,28,13348
Mouse,28,13315
Mouse,28,13482
Mouse,28,13333
Mouse,28,12064
Mouse,28,13342
Mouse,28,12116
Mouse,28,13335
Mouse,28,13747
Mouse,28,12149
Mouse,28,13457
Mouse,28,13468
Mouse,28,13488
Mouse,28,13415
Mouse,28,12036
Mouse,28,13776
Mouse,28,13859
Mouse,28,13796
Mouse,28,13820
Mouse,28,13808
Mouse,28,13810
Mouse,28,13861
Mouse,28,13809
Mouse,28,13843
Mouse,28,13450
Mouse,28,13491
Mouse,28,13317
Mouse,28,13326
Mouse,28,13485
Mouse,28,13834
Mouse,28,13825
Mouse,28,13320
Mouse,28,12043
Mouse,28,13337
Mouse,28,13838
Mouse,28,13750
Mouse,28,12155
Mouse,28,12197
Mouse,28,13849
Mouse,28,13733
Mouse,28,13361
Mouse,28,13807
Mouse,28,13439
Mouse,28,13411
Mouse,28,10537
Mouse,28,10524
Mouse,28,10542
Mouse,28,10512
Mouse,28,10516
Mouse,28,12524
Mouse,28,12582
Mouse,28,10541
Mouse,28,10509
Mouse,28,12533
Mouse,28,12531
Mouse,28,12564
Mouse,28,10560
Mouse,28,10579
Mouse,28,12563
Mouse,28,11102
Mouse,28,11004
Mouse,28,11040
Mouse,28,11354
Mouse,28,11239
Mouse,28,11358
Mouse,28,11360
Mouse,28,11364
Mouse,28,11380
Mouse,28,11386
Mouse,28,11106
Mouse,28,11351
Mouse,28,11355
Mouse,28,11363
Mouse,28,11366
Mouse,28,11356
Mouse,28,11385
Mouse,28,11373
Mouse,28,11359
Mouse,28,11377
Mouse,28,11370
Mouse,28,11371
Mouse,28,11421
Mouse,28,11425
Mouse,28,11432
Mouse,28,11411
Mouse,28,11690
Mouse,28,11424
Mouse,28,11417
Mouse,28,11434
Mouse,28,11430
Mouse,28,11427
Mouse,28,11439
Mouse,28,11692
Mouse,28,11431
Mouse,28,11426
Mouse,28,11694
Mouse,28,11580
Mouse,28,11416
Mouse,28,11697
Mouse,28,11436
Mouse,28,11412
Mouse,28,11005
Mouse,28,11101
Mouse,28,11422
Mouse,28,11361
Mouse,28,11418
Mouse,28,11429
Mouse,28,11104
Mouse,28,11691
Mouse,28,11375
Mouse,28,11499
Mouse,28,11381
Mouse,28,11693
Mouse,28,11105
Mouse,28,11372
Mouse,28,11374
Mouse,28,11414
Mouse,28,11559
Mouse,28,11109
Mouse,28,11379
Mouse,28,11695
Mouse,28,11413
Mouse,28,11096
Mouse,28,11368
Mouse,28,11362
Mouse,28,11405
Mouse,28,11415
Mouse,28,11367
Mouse,28,11369
Mouse,28,11433
Mouse,28,11352
Mouse,28,11103
Mouse,28,11378
Mouse,28,11419
Mouse,28,11001
Mouse,28,11435
Mouse,28,11423
Mouse,28,11420
Mouse,28,11357
Mouse,28,11365
Mouse,28,11428
Mouse,28,11451
Mouse,28,12118
Mouse,28,12133
Mouse,28,12184
Mouse,28,12052
Mouse,28,12121
Mouse,28,12198
Mouse,28,12196
Mouse,28,12123
Mouse,28,12168
Mouse,28,12063
Mouse,28,12089
Mouse,28,12028
Mouse,28,12018
Mouse,28,12022
Mouse,28,12154
Mouse,28,12156
Mouse,28,12094
Mouse,28,12140
Mouse,28,12144
Mouse,28,12057
Mouse,28,12082
Mouse,28,12180
Mouse,28,12181
Mouse,28,12169
Mouse,28,12033
Mouse,28,12182
Mouse,28,12062
Mouse,28,12061
Mouse,28,12153
Mouse,28,12185
Mouse,28,12090
Mouse,28,12040
Mouse,28,12138
Mouse,28,10302
Mouse,28,10306
Mouse,28,10305
Mouse,28,10314
Mouse,28,10304
Mouse,28,10313
Mouse,28,10311
Mouse,28,10301
Mouse,28,10310
Mouse,28,10307
Mouse,28,10308
Mouse,28,10312
Mouse,28,10309
Mouse,28,10303
Mouse,28,10976
Mouse,28,10964
Mouse,28,10901
Mouse,28,10920
Mouse,28,10977
Mouse,28,10927
Mouse,28,10982
Mouse,28,10974
Mouse,28,10952
Mouse,28,10931
Mouse,28,10954
Mouse,28,10968
Mouse,28,10980
Mouse,28,10987
Mouse,28,10989
Mouse,28,10994
Mouse,28,10965
Mouse,28,10911
Mouse,28,10970
Mouse,28,10983
Mouse,28,10913
Mouse,28,10956
Mouse,28,10986
Mouse,28,10923
Mouse,28,10960
Mouse,28,10962
Mouse,28,10984
Mouse,28,10993
Mouse,28,12822
Mouse,28,12302
Mouse,28,12884
Mouse,28,12835
Mouse,28,12148
Mouse,28,12831
Mouse,28,12863
Mouse,28,12828
Mouse,28,12019
Mouse,28,12025
Mouse,28,12850
Mouse,28,12074
Mouse,28,12065
Mouse,28,12010
Mouse,28,12170
Mouse,28,12118
Mouse,28,12134
Mouse,28,12859
Mouse,28,12833
Mouse,28,12151
Mouse,28,12803
Mouse,28,12866
Mouse,28,12188
Mouse,28,12086
Mouse,28,12871
Mouse,28,12020
Mouse,28,12027
Mouse,28,12009
Mouse,28,12019
Mouse,28,12027
Mouse,28,12157
Mouse,28,12302
Mouse,28,12308
Mouse,28,12301
Mouse,28,12056
Mouse,28,12137
Mouse,28,12345
Mouse,28,12305
Mouse,28,12141
Mouse,28,12303
Mouse,28,12150
Mouse,28,12325
Mouse,28,12304
Mouse,28,12306
Mouse,28,12008
Mouse,28,12307
Mouse,28,12309
Mouse,28,12053
Mouse,28,12066
Mouse,28,12031
Mouse,28,12066
Mouse,28,12131
Mouse,28,12036
Mouse,28,12023
Mouse,28,12064
Mouse,28,12035
Mouse,28,12053
Mouse,28,12073
Mouse,28,12157
Mouse,28,12092
Mouse,28,13459
Mouse,28,12167
Mouse,28,12187
Mouse,28,12469
Mouse,28,12194
Mouse,28,12093
Mouse,28,12076
Mouse,28,12071
Mouse,28,12122
Mouse,28,13320
Mouse,28,12175
Mouse,28,12166
Mouse,28,12160
Mouse,28,12043
Mouse,28,12149
Mouse,28,13617
Mouse,28,13639
Mouse,28,13623
Mouse,28,13642
Mouse,28,12927
Mouse,28,13630
Mouse,28,12980
Mouse,28,12949
Mouse,28,12922
Mouse,28,12930
Mouse,28,13635
Mouse,28,13633
Mouse,28,13647
Mouse,28,12967
Mouse,28,13608
Mouse,28,12914
Mouse,28,13679
Mouse,28,13680
Mouse,28,13662
Mouse,28,13694
Mouse,28,13696
Mouse,28,13684
Mouse,28,13669
Mouse,28,13681
Mouse,28,13658
Mouse,28,13666
Mouse,28,13672
Mouse,28,13667
Mouse,28,13677
Mouse,28,13687
Mouse,28,13664
Mouse,28,13668
Mouse,28,13699
Mouse,28,12965
Mouse,28,13690
Mouse,28,13660
Mouse,28,13648
Mouse,28,12957
Mouse,28,13670
Mouse,28,13676
Mouse,28,13652
Mouse,28,13614
Mouse,28,13625
Mouse,28,13646
Mouse,28,13613
Mouse,28,13697
Mouse,28,13678
Mouse,28,12986
Mouse,28,13621
Mouse,28,13654
Mouse,28,13649
Mouse,28,13645
Mouse,28,12973
Mouse,28,13695
Mouse,28,11701
Mouse,28,00544
Mouse,28,00501
Mouse,28,06390
Mouse,28,11737
Mouse,28,11719
Mouse,28,11717
Mouse,28,11705
Mouse,28,11715
Mouse,28,11707
Mouse,28,11730
Mouse,28,11731
Mouse,28,11739
Mouse,28,11704
Mouse,28,11725
Mouse,28,11706
Mouse,28,11716
Mouse,28,11740
Mouse,28,11751
Mouse,28,11750
Mouse,28,11735
Mouse,28,11738
Mouse,28,11741
Mouse,28,11729
Mouse,28,11776
Mouse,28,11767
Mouse,28,11763
Mouse,28,11770
Mouse,28,11784
Mouse,28,11794
Mouse,28,11796
Mouse,28,11777
Mouse,28,11792
Mouse,28,11758
Mouse,28,11787
Mouse,28,11930
Mouse,28,11757
Mouse,28,11933
Mouse,28,11755
Mouse,28,11780
Mouse,28,11788
Mouse,28,11775
Mouse,28,11778
Mouse,28,11766
Mouse,28,11952
Mouse,28,11968
Mouse,28,11949
Mouse,28,11976
Mouse,28,11975
Mouse,28,11960
Mouse,28,11948
Mouse,28,11946
Mouse,28,11969
Mouse,28,11955
Mouse,28,11947
Mouse,28,11941
Mouse,28,11959
Mouse,28,11972
Mouse,28,11962
Mouse,28,11963
Mouse,28,11961
Mouse,28,11958
Mouse,28,11980
Mouse,28,11971
Mouse,28,11768
Mouse,28,11964
Mouse,28,11721
Mouse,28,11935
Mouse,28,11749
Mouse,28,11977
Mouse,28,11782
Mouse,28,11901
Mouse,28,11733
Mouse,28,11950
Mouse,28,11742
Mouse,28,11703
Mouse,28,11957
Mouse,28,11713
Mouse,28,11944
Mouse,28,11954
Mouse,28,11939
Mouse,28,11722
Mouse,28,11931
Mouse,28,11932
Mouse,28,11956
Mouse,28,11718
Mouse,28,11790
Mouse,28,11708
Mouse,28,11978
Mouse,28,11726
Mouse,28,11720
Mouse,28,11769
Mouse,28,11795
Mouse,28,11789
Mouse,28,11953
Mouse,28,11786
Mouse,28,11754
Mouse,28,11973
Mouse,28,11764
Mouse,28,11743
Mouse,28,11934
Mouse,28,11798
Mouse,28,11951
Mouse,28,11702
Mouse,28,11752
Mouse,28,11724
Mouse,28,11747
Mouse,28,11746
Mouse,28,11772
Mouse,28,11727
Mouse,28,11779
Mouse,28,11970
Mouse,28,11942
Mouse,28,11940
Mouse,28,11937
Mouse,28,11967
Mouse,28,11760
Mouse,28,11965
Mouse,28,12722
Mouse,28,12747
Mouse,28,12741
Mouse,28,12740
Mouse,28,12726
Mouse,28,12751
Mouse,28,12738
Mouse,28,12719
Mouse,28,12701
Mouse,28,12566
Mouse,28,12732
Mouse,28,12758
Mouse,28,12752
Mouse,28,12759
Mouse,28,12720
Mouse,28,12724
Mouse,28,12737
Mouse,28,12748
Mouse,28,12745
Mouse,28,12729
Mouse,28,12765
Mouse,28,12778
Mouse,28,12770
Mouse,28,12763
Mouse,28,12768
Mouse,28,12784
Mouse,28,12786
Mouse,28,12792
Mouse,28,12780
Mouse,28,12779
Mouse,28,12769
Mouse,28,12762
Mouse,28,12783
Mouse,28,12766
Mouse,28,12776
Mouse,28,12754
Mouse,28,12775
Mouse,28,10940
Mouse,28,12743
Mouse,28,12790
Mouse,28,12734
Mouse,28,12428
Mouse,28,12760
Mouse,28,12791
Mouse,28,12749
Mouse,28,12781
Mouse,28,12742
Mouse,28,12767
Mouse,28,12764
Mouse,28,12725
Mouse,28,12736
Mouse,28,12777
Mouse,28,12727
Mouse,28,12789
Mouse,28,12721
Mouse,28,12788
Mouse,28,12458
Mouse,28,12723
Mouse,28,12733
Mouse,28,12750
Mouse,28,12787
Mouse,28,12414
Mouse,28,12419
Mouse,28,12402
Mouse,28,12410
Mouse,28,12409
Mouse,28,12475
Mouse,28,12491
Mouse,28,12481
Mouse,28,12489
Mouse,28,12443
Mouse,28,12463
Mouse,28,12480
Mouse,28,12483
Mouse,28,12429
Mouse,28,12435
Mouse,28,12441
Mouse,28,12494
Mouse,28,12420
Mouse,28,12472
Mouse,28,12428
Mouse,28,12471
Mouse,28,12461
Mouse,28,12448
Mouse,28,12432
Mouse,28,12433
Mouse,28,12490
Mouse,28,12487
Mouse,28,12566
Mouse,28,12548
Mouse,28,12758
Mouse,28,12740
Mouse,28,12547
Mouse,28,12725
Mouse,28,12498
Mouse,28,12561
Mouse,28,12477
Mouse,28,12453
Mouse,28,12515
Mouse,28,12465
Mouse,28,12486
Mouse,28,12401
Mouse,28,12589
Mouse,28,12446
Mouse,28,12404
Mouse,28,12586
Mouse,28,12412
Mouse,28,12525
Mouse,28,12763
Mouse,28,12466
Mouse,28,12406
Mouse,28,12416
Mouse,28,12588
Mouse,28,12458
Mouse,28,12456
Mouse,28,12411
Mouse,28,12542
Mouse,28,12493
Mouse,28,12449
Mouse,28,12457
Mouse,28,12484
Mouse,28,12464
Mouse,28,12495
Mouse,28,12440
Mouse,28,12568
Mouse,28,12417
Mouse,28,12528
Mouse,28,12810
Mouse,28,12808
Mouse,28,12811
Mouse,28,12839
Mouse,28,12845
Mouse,28,12835
Mouse,28,12814
Mouse,28,12815
Mouse,28,12804
Mouse,28,12846
Mouse,28,12836
Mouse,28,12844
Mouse,28,12857
Mouse,28,12843
Mouse,28,12874
Mouse,28,12878
Mouse,28,12860
Mouse,28,12862
Mouse,28,12817
Mouse,28,12853
Mouse,28,12856
Mouse,28,12820
Mouse,28,12824
Mouse,28,12801
Mouse,28,12870
Mouse,28,12885
Mouse,28,12886
Mouse,28,12819
Mouse,28,12816
Mouse,28,12804
Mouse,28,12887
Mouse,28,12828
Mouse,28,12185
Mouse,28,12057
Mouse,28,12827
Mouse,28,12823
Mouse,28,12848
Mouse,28,12841
Mouse,28,12844
Mouse,28,12837
Mouse,28,12821
Mouse,28,12839
Mouse,28,12834
Mouse,28,12861
Mouse,28,12838
Mouse,28,12854
Mouse,28,12154
Mouse,28,12865
Mouse,28,12873
Mouse,28,12849
Mouse,28,12028
Mouse,28,12883
Mouse,28,12809
Mouse,28,12832
Mouse,28,10501
Mouse,28,10503
Mouse,28,10507
Mouse,28,10506
Mouse,28,10470
Mouse,28,10560
Mouse,28,10558
Mouse,28,10535
Mouse,28,10511
Mouse,28,10557
Mouse,28,10549
Mouse,28,10546
Mouse,28,10514
Mouse,28,10519
Mouse,28,10518
Mouse,28,10548
Mouse,28,10536
Mouse,28,10523
Mouse,28,10530
Mouse,28,10528
Mouse,28,10527
Mouse,28,10540
Mouse,28,10551
Mouse,28,10532
Mouse,28,10538
Mouse,28,10703
Mouse,28,10598
Mouse,28,10578
Mouse,28,10583
Mouse,28,10601
Mouse,28,10590
Mouse,28,10704
Mouse,28,10597
Mouse,28,10570
Mouse,28,10566
Mouse,28,10588
Mouse,28,10702
Mouse,28,10596
Mouse,28,10587
Mouse,28,10591
Mouse,28,10605
Mouse,28,10606
Mouse,28,10705
Mouse,28,10709
Mouse,28,10708
Mouse,28,10803
Mouse,28,10804
Mouse,28,10710
Mouse,28,10505
Mouse,28,10589
Mouse,28,10595
Mouse,28,10547
Mouse,28,10533
Mouse,28,10520
Mouse,28,10550
Mouse,28,10522
Mouse,28,10510
Mouse,28,10706
Mouse,28,10552
Mouse,28,10576
Mouse,28,10543
Mouse,28,10553
Mouse,28,10517
Mouse,28,10707
Mouse,28,10802
Mouse,28,10604
Mouse,28,10602
Mouse,28,10579
Mouse,28,10521
Mouse,28,10607
Mouse,28,10524
Mouse,28,10610
Mouse,28,10537
Mouse,28,10594
Mouse,28,10545
Mouse,28,10541
Mouse,28,10801
Mouse,28,10526
Mouse,28,10572
Mouse,28,10502
Mouse,28,10509
Mouse,28,10603
Mouse,28,10577
Mouse,28,10573
Mouse,28,10805
Mouse,28,10504
Mouse,28,10571
Mouse,28,10701
Mouse,28,10567
Mouse,28,10562
Mouse,28,10580